status,analysis_id,analysis_family,model_label,outcome,outcome_label,exposure,coefficient,covariates,weight_variable,cycle,n,events,estimate_log_or,se_log_or,or,conf_low,conf_high,p_value,p_value_formatted,or_ci,warnings_n,error
ok,v0_4_quartile_trend_obstruction_abc,quartile_model,Trend per higher quartile,obstruction_fixed_ratio_abc,Spirometric obstruction,rv_quartile_num,rv_quartile_num,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,6727,1422,0.8642307755223929,0.0460144542734416,2.3731798756342095,2.1685182546939368,2.5971571647710645,3.8658702382259524e-21,<0.001,2.37 (2.17-2.60),0,NA
ok,v0_4_quartile_trend_current_asthma,quartile_model,Trend per higher quartile,current_asthma,Current asthma,rv_quartile_num,rv_quartile_num,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,7017,512,0.3322553678777689,0.08219916281599166,1.3941088136686743,1.1866663260972412,1.6378145579816645,2.4143120835813043e-4,<0.001,1.39 (1.19-1.64),0,NA
ok,v0_4_quartile_trend_emphysema_bronchitis,quartile_model,Trend per higher quartile,self_reported_emphysema_or_bronchitis,Emphysema/chronic bronchitis,rv_quartile_num,rv_quartile_num,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,7026,525,0.37628691495420596,0.06450000509309535,1.456865070187012,1.2838575130550487,1.6531864409785184,8.809972896750892e-7,<0.001,1.46 (1.28-1.65),0,NA
ok,v0_4_quartile_trend_frailty_proxy,quartile_model,Trend per higher quartile,nhanes_frailty_proxy_ge2,Frailty proxy >=2,rv_quartile_num,rv_quartile_num,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,4379,1368,0.31730858519101046,0.042511511649846165,1.3734263255650605,1.2636287642647122,1.4927642715166862,4.983754458916627e-9,<0.001,1.37 (1.26-1.49),0,NA
ok,v0_4_q4_vs_q1_obstruction_abc,quartile_model,Q4 versus Q1,obstruction_fixed_ratio_abc,Spirometric obstruction,rv_q4_vs_q1,rv_q4_vs_q1,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,3427,906,2.5262997917685146,0.16904366520847772,12.507141382450332,8.979824117926102,17.42000550415334,9.875349593571474e-18,<0.001,12.51 (8.98-17.42),0,NA
ok,v0_4_q4_vs_q1_current_asthma,quartile_model,Q4 versus Q1,current_asthma,Current asthma,rv_q4_vs_q1,rv_q4_vs_q1,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,3665,303,0.767987162219612,0.22498575579309565,2.1554233669021596,1.3868336289235528,3.3499691626268873,0.0015085062645207909,0.002,2.16 (1.39-3.35),0,NA
ok,v0_4_q4_vs_q1_emphysema_bronchitis,quartile_model,Q4 versus Q1,self_reported_emphysema_or_bronchitis,Emphysema/chronic bronchitis,rv_q4_vs_q1,rv_q4_vs_q1,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,3665,325,1.0358649251352288,0.18975004426651715,2.817542145053383,1.942472550820282,4.086824153988519,2.9169195551323767e-6,<0.001,2.82 (1.94-4.09),0,NA
ok,v0_4_q4_vs_q1_frailty_proxy,quartile_model,Q4 versus Q1,nhanes_frailty_proxy_ge2,Frailty proxy >=2,rv_q4_vs_q1,rv_q4_vs_q1,age_years; sex; race_ethnicity; bmi; smoking_status,wtmec6yr,pooled,2333,772,1.0644140228224015,0.1348594445588231,2.8991396565512804,2.2257509593883515,3.7762583961765506,1.3167821871891333e-9,<0.001,2.90 (2.23-3.78),0,NA
