outcome,model,design_type,estimand,n_obs,events,event_rate,term,estimate,std.error,statistic,p.value,p_formatted,effect,effect_low,effect_high
incident_chronic_lung_disease,svycox_plus_frailty,public_psu,survey_HR,10993,1329,0.12089511507322842,bmi_w1,-0.01537379905603957,0.017639650832977364,-0.8715478101923775,0.3834551127750742,0.383,0.9847437745041158,0.9512793513834028,1.0193854202915182
incident_chronic_lung_disease,svycox_composite_disease_or_death,public_psu,survey_HR,10997,2229,0.20269164317541147,resp_vulnerability_z,0.23031173029087437,0.04492659381212244,5.1264008852754355,2.953334174191233e-7,<0.001,1.2589924148357379,1.1528712921816917,1.3748819242557024
incident_chronic_lung_disease,svycox_composite_disease_or_death,public_psu,survey_HR,10997,2229,0.20269164317541147,age_decade,0.5693462144347038,0.032662260367841804,17.431317000805723,4.773386081255454e-68,<0.001,1.7671113617876884,1.6575294060277728,1.8839379582667968
incident_chronic_lung_disease,svycox_composite_disease_or_death,public_psu,survey_HR,10997,2229,0.20269164317541147,sexmale,0.1260775416194157,0.09946865127743909,1.2675103160669063,0.20497287729952915,0.205,1.1343701257693668,0.9334377386681849,1.3785553432561983
incident_chronic_lung_disease,svycox_composite_disease_or_death,public_psu,survey_HR,10997,2229,0.20269164317541147,smoke_everyes,0.4203565273405108,0.08770614732432318,4.792782948110812,1.6448355049359203e-6,<0.001,1.522504273265509,1.2820398965715016,1.80807108133741
incident_chronic_lung_disease,svycox_composite_disease_or_death,public_psu,survey_HR,10997,2229,0.20269164317541147,bmi_w1,-0.0035861313614483905,0.01121478333729764,-0.3197682249929689,0.7491440366733203,0.749,0.9964202911280317,0.9747569640452294,1.01856507128848
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,pef_per_100_l_min,-0.18688283722935453,0.05469226945359076,-3.416988161150167,6.331803302564366e-4,<0.001,0.8295409220048104,0.7452171061850658,0.9234062604967901
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,age_decade,0.07182527806150182,0.05107154046730056,1.406365999621437,0.15961547108493612,0.160,1.074467594601334,0.9721210538732673,1.1875893513966451
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,sexmale,0.429404634432693,0.12564594705545337,3.4175764877093635,6.318133806052656e-4,<0.001,1.5363425657448893,1.200980826315549,1.965350676380761
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,smoke_everyes,0.48098474052331036,0.10569733655278836,4.550585248504275,5.349690694127135e-6,<0.001,1.6176665999675874,1.3149754034839407,1.9900335943300047
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,bmi_w1,-0.0155631533969605,0.016222740740747206,-0.9593418057819295,0.3373865812890117,0.337,0.984557326648631,0.9537442499870009,1.0163658962774464
incident_chronic_lung_disease,svycox_raw_pef_sensitivity,public_psu,survey_HR,10997,1330,0.12094207511139402,height_m_w1,-2.02539769144511,0.5840689824970839,-3.4677371203412983,5.248604570374354e-4,<0.001,0.13194136080217683,0.04199633622930319,0.41452479557450783
incident_asthma,svycox_cause_specific,public_psu,survey_HR,11656,462,0.03963623884694578,resp_vulnerability_z,0.1975627699279084,0.14786942126413213,1.336062373403162,0.18152888710993442,0.182,1.218429543303939,0.9118668514806437,1.6280562777178205
incident_asthma,svycox_cause_specific,public_psu,survey_HR,11656,462,0.03963623884694578,age_decade,0.3541605752329916,0.07184247225780496,4.929682458060394,8.236338074045083e-7,<0.001,1.4249839852451294,1.2378169818469296,1.6404520118760137
incident_asthma,svycox_cause_specific,public_psu,survey_HR,11656,462,0.03963623884694578,sexmale,-0.19660518909867045,0.17583541526889881,-1.1181205378791819,0.26351551594356865,0.264,0.8215149123369941,0.5820245773458677,1.159550262069102
